Smileys & Emotion
🧑‍⚕️,1,12.1
👨‍⚕️,1
👩‍⚕️,1
🧑‍🎓,1,12.1
👨‍🎓,1
👩‍🎓,1
🧑‍🏫,1,12.1
👨‍🏫,1
👩‍🏫,1
🧑‍⚖️,1,12.1
👨‍⚖️,1
👩‍⚖️,1
🧑‍🌾,1,12.1
👨‍🌾,1
👩‍🌾,1
🧑‍🍳,1,12.1
👨‍🍳,1
👩‍🍳,1
🧑‍🔧,1,12.1
👨‍🔧,1
👩‍🔧,1
🧑‍🏭,1,12.1
👨‍🏭,1
👩‍🏭,1
🧑‍💼,1,12.1
👨‍💼,1
👩‍💼,1
🧑‍🔬,1,12.1
👨‍🔬,1
👩‍🔬,1
🧑‍💻,1,12.1
👨‍💻,1
👩‍💻,1
🧑‍🎤,1,12.1
👨‍🎤,1
👩‍🎤,1
🧑‍🎨,1,12.1
👨‍🎨,1
👩‍🎨,1
🧑‍✈️,1,12.1
👨‍✈️,1
👩‍✈️,1
🧑‍🚀,1,12.1
👨‍🚀,1
👩‍🚀,1
🧑‍🚒,1,12.1
👨‍🚒,1
👩‍🚒,1
👮,1
👮‍♂️,1
👮‍♀️,1
🕵️,1
🕵️‍♂️,1
🕵️‍♀️,1
💂,1
💂‍♂️,1
💂‍♀️,1
🥷,1,13
👷,1
👷‍♂️,1
👷‍♀️,1
🫅,1,14
🤴,1
👸,1
👳,1
👳‍♂️,1
👳‍♀️,1
👲,1
🧕,1
🤵,1
🤵‍♂️,1,13
🤵‍♀️,1,13
👰,1
👰‍♂️,1,13
👰‍♀️,1,13
🤰,1
🫃,1,14
🫄,1,14
🤱,1
👩‍🍼,1,13
👨‍🍼,1,13
🧑‍🍼,1,13
👼,1
🎅,1
🤶,1
🧑‍🎄,1,13
🦸,1
🦸‍♂️,1
🦸‍♀️,1
🦹,1
🦹‍♂️,1
🦹‍♀️,1
🧙,1
🧙‍♂️,1
🧙‍♀️,1
🧚,1
🧚‍♂️,1
🧚‍♀️,1
🧛,1
🧛‍♂️,1
🧛‍♀️,1
🧜,1
🧜‍♂️,1
🧜‍♀️,1
🧝,1
🧝‍♂️,1
🧝‍♀️,1
🧞
🧞‍♂️
🧞‍♀️
🧟
🧟‍♂️
🧟‍♀️
🧌,,14
💆,1
💆‍♂️,1
💆‍♀️,1
💇,1
💇‍♂️,1
💇‍♀️,1
🚶,1
🚶‍♂️,1
🚶‍♀️,1
🧍,1,12
🧍‍♂️,1,12
🧍‍♀️,1,12
🧎,1,12
🧎‍♂️,1,12
🧎‍♀️,1,12
🧑‍🦯,1,12.1
👨‍🦯,1,12
👩‍🦯,1,12
🧑‍🦼,1,12.1
👨‍🦼,1,12
👩‍🦼,1,12
🧑‍🦽,1,12.1
👨‍🦽,1,12
👩‍🦽,1,12
🏃,1
🏃‍♂️,1
🏃‍♀️,1
💃,1
🕺,1
🕴️,1
👯
👯‍♂️
👯‍♀️
🧖,1
🧖‍♂️,1
🧖‍♀️,1
🧗,1
🧗‍♂️,1
🧗‍♀️,1
🤺
🏇,1
⛷️
🏂,1
🏌️,1
🏌️‍♂️,1
🏌️‍♀️,1
🏄,1
🏄‍♂️,1
🏄‍♀️,1
🚣,1
🚣‍♂️,1
🚣‍♀️,1
🏊,1
🏊‍♂️,1
🏊‍♀️,1
⛹️,1
⛹️‍♂️,1
⛹️‍♀️,1
🏋️,1
🏋️‍♂️,1
🏋️‍♀️,1
🚴,1
🚴‍♂️,1
🚴‍♀️,1
🚵,1
🚵‍♂️,1
🚵‍♀️,1
🤸,1
🤸‍♂️,1
🤸‍♀️,1
🤼
🤼‍♂️
🤼‍♀️
🤽,1
🤽‍♂️,1
🤽‍♀️,1
🤾,1
🤾‍♂️,1
🤾‍♀️,1
🤹,1
🤹‍♂️,1
🤹‍♀️,1
🧘,1
🧘‍♂️,1
🧘‍♀️,1
🛀,1
🛌,1
🧑‍🤝‍🧑,🧑🏻‍🤝‍🧑🏿,12
👭,👩🏻‍🤝‍👩🏿
👫,👩🏻‍🤝‍👨🏿
👬,👨🏻‍🤝‍👨🏿
💏,🧑🏻‍❤️‍💋‍🧑🏿
👩‍❤️‍💋‍👨,👩🏻‍❤️‍💋‍👨🏿
👨‍❤️‍💋‍👨,👨🏻‍❤️‍💋‍👨🏿
👩‍❤️‍💋‍👩,👩🏻‍❤️‍💋‍👩🏿
💑,🧑🏻‍❤️‍🧑🏿
👩‍❤️‍👨,👩🏻‍❤️‍👨🏿
👨‍❤️‍👨,👨🏻‍❤️‍👨🏿
👩‍❤️‍👩,👩🏻‍❤️‍👩🏿
👪
👨‍👩‍👦
👨‍👩‍👧
👨‍👩‍👧‍👦
👨‍👩‍👦‍👦
👨‍👩‍👧‍👧
👨‍👨‍👦
👨‍👨‍👧
👨‍👨‍👧‍👦
👨‍👨‍👦‍👦
👨‍👨‍👧‍👧
👩‍👩‍👦
👩‍👩‍👧
👩‍👩‍👧‍👦
👩‍👩‍👦‍👦
👩‍👩‍👧‍👧
👨‍👦
👨‍👦‍👦
👨‍👧
👨‍👧‍👦
👨‍👧‍👧
👩‍👦
👩‍👦‍👦
👩‍👧
👩‍👧‍👦
👩‍👧‍👧
🗣️
👤
👥
🫂,,13
👣

Animals & Nature
🐵
🐒
🦍
🦧,,12
🐶
🐕
🦮,,12
🐕‍🦺,,12
🐩
🐺
🦊
🦝
🐱
🐈
🐈‍⬛,,13
🦁
🐯
🐅
🐆
🐴
🫎,,15
🫏,,15
🐎
🦄
🦓
🦌
🦬,,13
🐮
🐂
🐃
🐄
🐷
🐖
🐗
🐽
🐏
🐑
🐐
🐪
🐫
🦙
🦒
🐘
🦣,,13
🦏
🦛
🐭
🐁
🐀
🐹
🐰
🐇
🐿️
🦫,,13
🦔
🦇
🐻
🐻‍❄️,,13
🐨
🐼
🦥,,12
🦦,,12
🦨,,12
🦘
🦡
🐾
🦃
🐔
🐓
🐣
🐤
🐥
🐦
🐧
🕊️
🦅
🦆
🦢
🦉
🦤,,13
🪶,,13
🦩,,12
🦚
🦜
🪽,,15
🐦‍⬛,,15
🪿,,15
🐸
🐊
🐢
🦎
🐍
🐲
🐉
🦕
🦖
🐳
🐋
🐬
🦭,,13
🐟
🐠
🐡
🦈
🐙
🐚
🪸,,14
🪼,,15
🐌
🦋
🐛
🐜
🐝
🪲,,13
🐞
🦗
🪳,,13
🕷️
🕸️
🦂
🦟
🪰,,13
🪱,,13
🦠
💐
🌸
💮
🪷,,14
🏵️
🌹
🥀
🌺
🌻
🌼
🌷
🪻,,15
🌱
🪴,,13
🌲
🌳
🌴
🌵
🌾
🌿
☘️
🍀
🍁
🍂
🍃
🪹,,14
🪺,,14
🍄

Food & Drink
🍇
🍈
🍉
🍊
🍋
🍌
🍍
🥭
🍎
🍏
🍐
🍑
🍒
🍓
🫐,,13
🥝
🍅
🫒,,13
🥥
🥑
🍆
🥔
🥕
🌽
🌶️
🫑,,13
🥒
🥬
🥦
🧄,,12
🧅,,12
🥜
🫘,,14
🌰
🫚,,15
🫛,,15
🍞
🥐
🥖
🫓,,13
🥨
🥯
🥞
🧇,,12
🧀
🍖
🍗
🥩
🥓
🍔
🍟
🍕
🌭
🥪
🌮
🌯
🫔,,13
🥙
🧆,,12
🥚
🍳
🥘
🍲
🫕,,13
🥣
🥗
🍿
🧈,,12
🧂
🥫
🍱
🍘
🍙
🍚
🍛
🍜
🍝
🍠
🍢
🍣
🍤
🍥
🥮
🍡
🥟
🥠
🥡
🦀
🦞
🦐
🦑
🦪,,12
🍦
🍧
🍨
🍩
🍪
🎂
🍰
🧁
🥧
🍫
🍬
🍭
🍮
🍯
🍼
🥛
☕
🫖,,13
🍵
🍶
🍾
🍷
🍸
🍹
🍺
🍻
🥂
🥃
🫗,,14
🥤
🧋,,13
🧃,,12
🧉,,12
🧊,,12
🥢
🍽️
🍴
🥄
🔪
🫙,,14
🏺

Travel & Places
🌍
🌎
🌏
🌐
🗺️
🗾
🧭
🏔️
⛰️
🌋
🗻
🏕️
🏖️
🏜️
🏝️
🏞️
🏟️
🏛️
🏗️
🧱
🪨,,13
🪵,,13
🛖,,13
🏘️
🏚️
🏠
🏡
🏢
🏣
🏤
🏥
🏦
🏨
🏩
🏪
🏫
🏬
🏭
🏯
🏰
💒
🗼
🗽
⛪
🕌
🛕,,12
🕍
⛩️
🕋
⛲
⛺
🌁
🌃
🏙️
🌄
🌅
🌆
🌇
🌉
♨️
🎠
🛝,,14
🎡
🎢
💈
🎪
🚂
🚃
🚄
🚅
🚆
🚇
🚈
🚉
🚊
🚝
🚞
🚋
🚌
🚍
🚎
🚐
🚑
🚒
🚓
🚔
🚕
🚖
🚗
🚘
🚙
🛻,,13
🚚
🚛
🚜
🏎️
🏍️
🛵
🦽,,12
🦼,,12
🛺,,12
🚲
🛴
🛹
🛼,,13
🚏
🛣️
🛤️
🛢️
⛽
🛞,,14
🚨
🚥
🚦
🛑
🚧
⚓
🛟,,14
⛵
🛶
🚤
🛳️
⛴️
🛥️
🚢
✈️
🛩️
🛫
🛬
🪂,,12
💺
🚁
🚟
🚠
🚡
🛰️
🚀
🛸
🛎️
🧳
⌛
⏳
⌚
⏰
⏱️
⏲️
🕰️
🕛
🕧
🕐
🕜
🕑
🕝
🕒
🕞
🕓
🕟
🕔
🕠
🕕
🕡
🕖
🕢
🕗
🕣
🕘
🕤
🕙
🕥
🕚
🕦
🌑
🌒
🌓
🌔
🌕
🌖
🌗
🌘
🌙
🌚
🌛
🌜
🌡️
☀️
🌝
🌞
🪐,,12
⭐
🌟
🌠
🌌
☁️
⛅
⛈️
🌤️
🌥️
🌦️
🌧️
🌨️
🌩️
🌪️
🌫️
🌬️
🌀
🌈
🌂
☂️
☔
⛱️
⚡
❄️
☃️
⛄
☄️
🔥
💧
🌊

Activities
🎃
🎄
🎆
🎇
🧨
✨
🎈
🎉
🎊
🎋
🎍
🎎
🎏
🎐
🎑
🧧
🎀
🎁
🎗️
🎟️
🎫
🎖️
🏆
🏅
🥇
🥈
🥉
⚽
⚾
🥎
🏀
🏐
🏈
🏉
🎾
🥏
🎳
🏏
🏑
🏒
🥍
🏓
🏸
🥊
🥋
🥅
⛳
⛸️
🎣
🤿,,12
🎽
🎿
🛷
🥌
🎯
🪀,,12
🪁,,12
🔫
🎱
🔮
🪄,,13
🎮
🕹️
🎰
🎲
🧩
🧸
🪅,,13
🪩,,14
🪆,,13
♠️
♥️
♦️
♣️
♟️
🃏
🀄
🎴
🎭
🖼️
🎨
🧵
🪡,,13
🧶
🪢,,13

Objects
👓
🕶️
🥽
🥼
🦺,,12
👔
👕
👖
🧣
🧤
🧥
🧦
👗
👘
🥻,,12
🩱,,12
🩲,,12
🩳,,12
👙
👚
🪭,,15
👛
👜
👝
🛍️
🎒
🩴,,13
👞
👟
🥾
🥿
👠
👡
🩰,,12
👢
🪮,,15
👑
👒
🎩
🎓
🧢
🪖,,13
⛑️
📿
💄
💍
💎
🔇
🔈
🔉
🔊
📢
📣
📯
🔔
🔕
🎼
🎵
🎶
🎙️
🎚️
🎛️
🎤
🎧
📻
🎷
🪗,,13
🎸
🎹
🎺
🎻
🪕,,12
🥁
🪘,,13
🪇,,15
🪈,,15
📱
📲
☎️
📞
📟
📠
🔋
🪫,,14
🔌
💻
🖥️
🖨️
⌨️
🖱️
🖲️
💽
💾
💿
📀
🧮
🎥
🎞️
📽️
🎬
📺
📷
📸
📹
📼
🔍
🔎
🕯️
💡
🔦
🏮
🪔,,12
📔
📕
📖
📗
📘
📙
📚
📓
📒
📃
📜
📄
📰
🗞️
📑
🔖
🏷️
💰
🪙,,13
💴
💵
💶
💷
💸
💳
🧾
💹
✉️
📧
📨
📩
📤
📥
📦
📫
📪
📬
📭
📮
🗳️
✏️
✒️
🖋️
🖊️
🖌️
🖍️
📝
💼
📁
📂
🗂️
📅
📆
🗒️
🗓️
📇
📈
📉
📊
📋
📌
📍
📎
🖇️
📏
📐
✂️
🗃️
🗄️
🗑️
🔒
🔓
🔏
🔐
🔑
🗝️
🔨
🪓,,12
⛏️
⚒️
🛠️
🗡️
⚔️
💣
🪃,,13
🏹
🛡️
🪚,,13
🔧
🪛,,13
🔩
⚙️
🗜️
⚖️
🦯,,12
🔗
⛓️
🪝,,13
🧰
🧲
🪜,,13
⚗️
🧪
🧫
🧬
🔬
🔭
📡
💉
🩸,,12
💊
🩹,,12
🩼,,14
🩺,,12
🩻,,14
🚪
🛗,,13
🪞,,13
🪟,,13
🛏️
🛋️
🪑,,12
🚽
🪠,,13
🚿
🛁
🪤,,13
🪒,,12
🧴
🧷
🧹
🧺
🧻
🪣,,13
🧼
🫧,,14
🪥,,13
🧽
🧯
🛒
🚬
⚰️
🪦,,13
⚱️
🧿
🪬,,14
🗿
🪧,,13
🪪,,14

Symbols
🏧
🚮
🚰
♿
🚹
🚺
🚻
🚼
🚾
🛂
🛃
🛄
🛅
⚠️
🚸
⛔
🚫
🚳
🚭
🚯
🚱
🚷
📵
🔞
☢️
☣️
⬆️
↗️
➡️
↘️
⬇️
↙️
⬅️
↖️
↕️
↔️
↩️
↪️
⤴️
⤵️
🔃
🔄
🔙
🔚
🔛
🔜
🔝
🛐
⚛️
🕉️
✡️
☸️
☯️
✝️
☦️
☪️
☮️
🕎
🔯
🪯,,15
♈️
♉️
♊️
♋️
♌️
♍️
♎️
♏️
♐️
♑️
♒️
♓️
⛎
🔀
🔁
🔂
▶️
⏩
⏭️
⏯️
◀️
⏪
⏮️
🔼
⏫
🔽
⏬
⏸️
⏹️
⏺️
⏏️
🎦
🔅
🔆
📶
🛜,,15
📳
📴
♀️
♂️
⚧️,,13
✖️
➕
➖
➗
🟰,,14
♾️
‼️
⁉️
❓
❔
❕
❗
〰️
💱
💲
⚕️
♻️
⚜️
🔱
📛
🔰
⭕
✅
☑️
✔️
❌
❎
➰
➿
〽️
✳️
✴️
❇️
©️
®️
™️
#️⃣
*️⃣
0️⃣
1️⃣
2️⃣
3️⃣
4️⃣
5️⃣
6️⃣
7️⃣
8️⃣
9️⃣
🔟
🔠
🔡
🔢
🔣
🔤
🅰️
🆎
🅱️
🆑
🆒
🆓
ℹ️
🆔
Ⓜ️
🆕
🆖
🅾️
🆗
🅿️
🆘
🆙
🆚
🈁
🈂️
🈷️
🈶
🈯
🉐
🈹
🈚
🈲
🉑
🈸
🈴
🈳
㊗️
㊙️
🈺
🈵
🔴
🟠,,12
🟡,,12
🟢,,12
🔵
🟣,,12
🟤,,12
⚫
⚪
🟥,,12
🟧,,12
🟨,,12
🟩,,12
🟦,,12
🟪,,12
🟫,,12
⬛
⬜
◼️
◻️
◾
◽
▪️
▫️
🔶
🔷
🔸
🔹
🔺
🔻
💠
🔘
🔳
🔲

Flags
🏁
🚩
🎌
🏴
🏳️
🏳️‍🌈
🏳️‍⚧️,,13
🏴‍☠️
🇦🇨
🇦🇩
🇦🇪
🇦🇫
🇦🇬
🇦🇮
🇦🇱
🇦🇲
🇦🇴
🇦🇶
🇦🇷
🇦🇸
🇦🇹
🇦🇺
🇦🇼
🇦🇽
🇦🇿
🇧🇦
🇧🇧
🇧🇩
🇧🇪
🇧🇫
🇧🇬
🇧🇭
🇧🇮
🇧🇯
🇧🇱
🇧🇲
🇧🇳
🇧🇴
🇧🇶
🇧🇷
🇧🇸
🇧🇹
🇧🇻
🇧🇼
🇧🇾
🇧🇿
🇨🇦
🇨🇨
🇨🇩
🇨🇫
🇨🇬
🇨🇭
🇨🇮
🇨🇰
🇨🇱
🇨🇲
🇨🇳
🇨🇴
🇨🇵
🇨🇷
🇨🇺
🇨🇻
🇨🇼
🇨🇽
🇨🇾
🇨🇿
🇩🇪
🇩🇬
🇩🇯
🇩🇰
🇩🇲
🇩🇴
🇩🇿
🇪🇦
🇪🇨
🇪🇪
🇪🇬
🇪🇭
🇪🇷
🇪🇸
🇪🇹
🇪🇺
🇫🇮
🇫🇯
🇫🇰
🇫🇲
🇫🇴
🇫🇷
🇬🇦
🇬🇧
🇬🇩
🇬🇪
🇬🇫
🇬🇬
🇬🇭
🇬🇮
🇬🇱
🇬🇲
🇬🇳
🇬🇵
🇬🇶
🇬🇷
🇬🇸
🇬🇹
🇬🇺
🇬🇼
🇬🇾
🇭🇰
🇭🇲
🇭🇳
🇭🇷
🇭🇹
🇭🇺
🇮🇨
🇮🇩
🇮🇪
🇮🇱
🇮🇲
🇮🇳
🇮🇴
🇮🇶
🇮🇷
🇮🇸
🇮🇹
🇯🇪
🇯🇲
🇯🇴
🇯🇵
🇰🇪
🇰🇬
🇰🇭
🇰🇮
🇰🇲
🇰🇳
🇰🇵
🇰🇷
🇰🇼
🇰🇾
🇰🇿
🇱🇦
🇱🇧
🇱🇨
🇱🇮
🇱🇰
🇱🇷
🇱🇸
🇱🇹
🇱🇺
🇱🇻
🇱🇾
🇲🇦
🇲🇨
🇲🇩
🇲🇪
🇲🇫
🇲🇬
🇲🇭
🇲🇰
🇲🇱
🇲🇲
🇲🇳
🇲🇴
🇲🇵
🇲🇶
🇲🇷
🇲🇸
🇲🇹
🇲🇺
🇲🇻
🇲🇼
🇲🇽
🇲🇾
🇲🇿
🇳🇦
🇳🇨
🇳🇪
🇳🇫
🇳🇬
🇳🇮
🇳🇱
🇳🇴
🇳🇵
🇳🇷
🇳🇺
🇳🇿
🇴🇲
🇵🇦
🇵🇪
🇵🇫
🇵🇬
🇵🇭
🇵🇰
🇵🇱
🇵🇲
🇵🇳
🇵🇷
🇵🇸
🇵🇹
🇵🇼
🇵🇾
🇶🇦
🇷🇪
🇷🇴
🇷🇸
🇷🇺
🇷🇼
🇸🇦
🇸🇧
🇸🇨
🇸🇩
🇸🇪
🇸🇬
🇸🇭
🇸🇮
🇸🇯
🇸🇰
🇸🇱
🇸🇲
🇸🇳
🇸🇴
🇸🇷
🇸🇸
🇸🇹
🇸🇻
🇸🇽
🇸🇾
🇸🇿
🇹🇦
🇹🇨
🇹🇩
🇹🇫
🇹🇬
🇹🇭
🇹🇯
🇹🇰
🇹🇱
🇹🇲
🇹🇳
🇹🇴
🇹🇷
🇹🇹
🇹🇻
🇹🇼
🇹🇿
🇺🇦
🇺🇬
🇺🇲
🇺🇳
🇺🇸
🇺🇾
🇺🇿
🇻🇦
🇻🇨
🇻🇪
🇻🇬
🇻🇮
🇻🇳
🇻🇺
🇼🇫
🇼🇸
🇽🇰
🇾🇪
🇾🇹
🇿🇦
🇿🇲
🇿🇼
🏴󠁧󠁢󠁥󠁮󠁧󠁿
🏴󠁧󠁢󠁳󠁣󠁴󠁿
🏴󠁧󠁢󠁷󠁬󠁳󠁿
